companyLabel,executiveLabel,universityLabel,degreeLabel
MITRE Corporation,John L. McLucas,Pennsylvania State University,
MITRE Corporation,Robert Everett,Massachusetts Institute of Technology,
MITRE Corporation,Martin C. Faga,Liberty High School,
Lazard,Peter R. Orszag,Phillips Exeter Academy,
Lazard,Peter R. Orszag,London School of Economics and Political Science,
MITRE Corporation,John L. McLucas,Tulane University of Louisiana,
Lazard,Peter R. Orszag,Princeton University,
MITRE Corporation,Robert Everett,Duke University,
TAG Heuer,Jean-Claude Biver,University of Lausanne,
MITRE Corporation,Martin C. Faga,Lehigh University,
Lazard,Peter R. Orszag,Bibliothèque Mazarine,
Altice USA,Dexter Goei,Walsh School of Foreign Service,
Northrop Grumman Corporation,Kathy J. Warden,James Madison University,
Altice USA,Dexter Goei,Georgetown University,
Northrop Grumman Corporation,Kathy J. Warden,George Washington University,
Northrop Grumman Corporation,Kathy J. Warden,Smithsburg High School,
Alliance Boots,Stefano Pessina,Polytechnic University of Milan,
Orbital ATK,David W. Thompson,California Institute of Technology,
Orbital ATK,David W. Thompson,Harvard Business School,
Kudelski Group,André Kudelski,Swiss Federal Institute of Technology in Lausanne,
Sonangol Group,Manuel Vicente,Agostinho Neto University,
BAE Systems,Charles Woodburn,St John's College,
BAE Systems,Charles Woodburn,University of Cambridge,
Relativity Space,Eric Schmidt,Princeton University,doctorate
Ineos,Jim Ratcliffe,Beverley Grammar School,
Relativity Space,Eric Schmidt,"University of California, Berkeley",doctorate
Ineos,Jim Ratcliffe,London Business School,
Relativity Space,Eric Schmidt,Yorktown High School,doctorate
Ineos,Jim Ratcliffe,University of Birmingham,
SRI International,William Jeffrey,Massachusetts Institute of Technology,
SRI International,William Jeffrey,Harvard University,
BAE Systems,Charles Woodburn,Erasmus University Rotterdam,
MetLife,Steven A. Kandarian,Harvard University,
MetLife,Steven A. Kandarian,Clark University,
Aviadvigatel,Aleksandr Inozemtsev,State National Research Polytechnical University of Perm,Doctor in Engineering
Leclanché,Anil Srivastava,Banaras Hindu University,
Kingfisher plc,Thierry Garnier,École polytechnique,
Bolsas y Mercados Españoles,Juan Flames,Catholic Institute of Business Administration and Management,
MetLife,Steven A. Kandarian,Georgetown University,
Bear Stearns,Alan Schwartz,Duke University,
The Swatch Group,Nick Hayek,University of St. Gallen,
MetLife,Steven A. Kandarian,Harvard Business School,
TX Group,Pietro Supino,Columbia University Graduate School of Journalism,
Orbital ATK,David W. Thompson,Massachusetts Institute of Technology,
Twitter,Elon Musk,University of Pretoria,
Kering,Luca de Meo,Lycée Pierre Mendès France,
Twitter,Jack Dorsey,New York University,
Twitter,Elon Musk,Pretoria Boys High School,
Twitter,Elon Musk,Waterkloof House Preparatory School,
Twitter,Parag Agrawal,Atomic Energy Central School,
Twitter,Dick Costolo,"University of California, Berkeley",
Twitter,Jack Dorsey,Missouri University of Science and Technology,
Twitter,Jack Dorsey,Bishop DuBourg High School,
Yara International,Svein Tore Holsether,University of Utah,Bachelor of Science
Kering,Luca de Meo,Bocconi University,
Twitter,Dick Costolo,"University of Michigan College of Literature, Science, and the Arts",
United Launch Alliance,Tory Bruno,California Polytechnic State University,
The Lego Group,Niels B. Christiansen,INSEAD,
Twitter,Elon Musk,Stanford University,
Twitter,Elon Musk,Smith School of Business,
Twitter,Parag Agrawal,Stanford University,
United Launch Alliance,Tory Bruno,Amador High School,
Twitter,Elon Musk,The Wharton School,
Twitter,Elon Musk,Queen's University,
United Launch Alliance,Tory Bruno,Queen Anne High School,
Twitter,Elon Musk,University of Pennsylvania,
Twitter,Parag Agrawal,Indian Institute of Technology Bombay,
Twitter,Elon Musk,Bryanston High School,
Twitter,Dick Costolo,University of Michigan,
Bericap,Dominique-Paul Vallée,École Centrale Paris,
Avinor,Abraham Foss,University of Bergen,
Bofors,Egon Linderoth,Stockholm School of Economics,
U.S. Bancorp,Gunjan Kedia,Delhi Technological University,
Corel,Christa Quarles,Carnegie Mellon University,
Corel,Christa Quarles,Harvard University,
Qwest,Richard Notebaert,University of Wisconsin–Madison,
Corel,Amish Mehta,Harvard Business School,
French Development Agency,Rémy Rioux,École Normale Supérieure,
Swedish Institute of Space Physics,Olle Norberg,Umeå University,
Intercontinental Exchange,Jeffrey Sprecher,James Madison Memorial High School,
Avinor,Abraham Foss,Norwegian School of Economics,
Corel,Derek Burney Jr.,Carleton University,
Western Union,Hikmet Ersek,TED Ankara College Foundation Schools,
French Development Agency,Rémy Rioux,University of Paris 1 Pantheon-Sorbonne,
Corel,Michael Cowpland,Carleton University,
Corel,Michael Cowpland,Imperial College London,
Intercontinental Exchange,Jeffrey Sprecher,University of Wisconsin–Madison,
Telenor,Benedicte Schilbred Fasmer,Norwegian School of Economics,MSc in Economics
Newag,Zbigniew Konieczek,Kraków University of Technology,
ECE Projektmanagement,Alexander Otto,Harvard College,
GoPro,Nick Woodman,"University of California, San Diego",
GoPro,Nick Woodman,Menlo School,
Electra.Aero,Marc Allen,Yale Law School,
Corel,Michael Cowpland,Bexhill College,
Repsol Oil & Gas Canada,John Manzoni,Imperial College London,
ECE Projektmanagement,Alexander Otto,Harvard Business School,
Electra.Aero,Marc Allen,Princeton University,
Agency for Digital Government,Anna Eriksson,Royal Institute of Technology,
Repsol Oil & Gas Canada,James Buckee,University of Oxford,
Edition Apollon,Andreas Kalbitz,University of Applied Sciences in Brandenburg,
Telenor,Sigve Brekke,John F. Kennedy School of Government,
French Development Agency,Rémy Rioux,Sciences Po,
Agency for Digital Government,Anna Eriksson,Saïd Business School,
French Development Agency,Rémy Rioux,École nationale d'administration,
Brenntag,Christian Kohlpaintner,Technical University of Munich,
U.S. Bancorp,Gunjan Kedia,Carnegie Mellon University,
Qwest,Richard Notebaert,University of Wisconsin–Milwaukee,
The Oriental Land Company,Toshio Kagami,Keio University,
Intercontinental Exchange,Jeffrey Sprecher,Pepperdine University,
Corel,Amish Mehta,The Wharton School,
French Development Agency,Rémy Rioux,School for Advanced Studies in the Social Sciences,
Avinor,Abraham Foss,FHS/Sjefskurs,
Western Union,Hikmet Ersek,Vienna University of Economics and Business,
New York Life Investments,Naïm Abou-Jaoudé,Panthéon-Assas University Paris,
Reliance Anil Dhirubhai Ambani Group,Anil Ambani,Kishinchand Chellaram College,
Fundació Joan Miró,Marko Daniel,University of Essex,
Cementos Molins,Joan Molins Amat,IESE Business School,
Talgo,Gonzalo Urquijo Fernández de Araoz,Yale University,
Vivendi,Yannick Bolloré,Paris Dauphine University,
Imperva,Pam Murphy,University College Cork,
Sony Corporation of America,Michael Lynton,Harvard University,
Vivendi,Yannick Bolloré,Saint-Jean de Passy,
Sony Corporation of America,Michael Lynton,Harvard College,
Talgo,Gonzalo Urquijo Fernández de Araoz,IE University,
Sony Corporation of America,Michael Lynton,Phillips Exeter Academy,
The Web People,Aditya Kalluraya,Visvesvaraya Technological University,
Fastmail,Bron Gondwana,University of Tasmania,
Vivendi,Arnaud de Puyfontaine,ESCP Business School,
"Fanatics, Inc.",Michael G. Rubin,Villanova University,
Catalonia International,Laura Foraster i Lloret,Pompeu Fabra University,
Sony Corporation of America,Michael Lynton,Harvard Business School,
RegSus Consulting GmbH,René Schröder,University of Applied Sciences Burgenland,Master of Business Administration
Catalonia International,Laura Foraster i Lloret,Open University of Catalonia,
Catalonia International,Laura Foraster i Lloret,UCLouvain,
Goop,Gwyneth Paltrow,"University of California, Santa Barbara",
Vivendi,Arnaud de Puyfontaine,Lycée Fénelon Sainte-Marie,
PVH Corp.,Stefan Larsson,Hanken School of Economics,
Instacart,Fidji Simo,"University of California, Los Angeles",
Vivendi,Arnaud de Puyfontaine,Harvard Business School,
Sirius Satellite Radio,Mel Karmazin,Pace University,
Goop,Gwyneth Paltrow,Crossroads School for Arts & Sciences,
Calm,Michael Acton Smith,University of Birmingham,
Instacart,Fidji Simo,HEC Paris,
News UK,Rebekah Brooks,London College of Communication,
RegSus Consulting GmbH,René Schröder,University of Applied Sciences Burgenland,Bachelor of Science
Q139987381,Q139985484,TU Braunschweig,
Goop,Gwyneth Paltrow,Spence School,
RegSus Consulting GmbH,René Schröder,Brandenburg University of Technology Cottbus-Senftenberg,Master of Business Administration
Suffolk Construction Company,John Fish,Bowdoin College,
New York Life Investments,Naïm Abou-Jaoudé,Sciences Po,
IEX Group,Brad Katsuyama,Wilfrid Laurier University,
Calm,Michael Acton Smith,Sir William Borlase's Grammar School,
Suffolk Construction Company,John Fish,Tabor Academy,
Danfoss,Kim Fausing,Aarhus University School of Engineering,
Danfoss,Kim Fausing,Henley Business School,
Starz Inc.,Chris Albrecht,Hofstra University,
Reliance Anil Dhirubhai Ambani Group,Anil Ambani,The Wharton School,
Telegram FZ-LLC,Q149067,Faculty of Philology of Saint Petersburg State University,
RegSus Consulting GmbH,René Schröder,Brandenburg University of Technology Cottbus-Senftenberg,Bachelor of Science
Södra,Lars Idermark,Uppsala University,
Reliance Anil Dhirubhai Ambani Group,Anil Ambani,University of Mumbai,
Q100392053,Jan Haft,Technical University of Munich,
Fundació Joan Miró,Marko Daniel,University College London,
Q100392053,Jan Haft,University of Würzburg,
Reliance Anil Dhirubhai Ambani Group,Anil Ambani,Hill Grange High School,
Reliance Anil Dhirubhai Ambani Group,Anil Ambani,Warwick Business School,
Prime Group Holdings,Robert J. Moser,Union College,
Prime Storage,Robert J. Moser,Union College,
BrainHome,Lesley Ray,Ohio State University,
CFO Ventures,Emilio Parente,London Business School,Master of Business Administration
Det Stavangerske Dampskibsselskap,Anita Krohn,BI Norwegian Business School,http://www.wikidata.org/.well-known/genid/3729d8efef8ea44dee634d4603ca95f6
Childfree Wealth,Jay Zigmont,Charter Oak State College,doctorate
Linus Media Group,Terren Tong,University of British Columbia,
Enbridge,Al Monaco,Haskayne School of Business,
Pretium Partners,Don Mullen,Yale University,
Meyer Burger,Hans Brändle,ETH Zurich,
Q1431486,Christel Heydemann,École Nationale des Ponts et Chaussées,
Childfree Wealth,Jay Zigmont,University of Connecticut,doctorate
Concealment Express,Benedict Jimenez,University of North Florida,
Elogic Commerce,Paul Okhrem,Chernivtsi University,
Linus Media Group,Linus Sebastian,Garibaldi Secondary School,
Dolphin Drilling,Ivar Brandvold,Norwegian Institute of Technology,
Childfree Wealth,Jay Zigmont,Southern Connecticut State University,doctorate
Fairfax Financial,Prem Watsa,University of Western Ontario,Chartered Financial Analyst
BrainHome,Lesley Ray,University of Groningen,
Eazel,Mike Boich,Stanford University,
Childfree Wealth,Jay Zigmont,Charter Oak State College,Master of Business Administration
Vinci,Xavier Huillard,École Nationale des Ponts et Chaussées,
Childfree Wealth,Jay Zigmont,University of Connecticut,Master of Business Administration
Vinci,Xavier Huillard,Lycée Louis-le-Grand,
Meyer Burger,Gunter Erfurt,Freiberg University of Mining and Technology,
Klout,Joe Fernandez,Bonanza High School,
Q1431486,Christel Heydemann,École polytechnique,
Childfree Wealth,Jay Zigmont,Southern Connecticut State University,Master of Business Administration
Aria Systems,Tom Dibble,Syracuse University,
Klout,Joe Fernandez,University of Miami,
SOLVD Health,Keri Donaldson,Perelman School of Medicine at the University of Pennsylvania,
SOLVD Health,Keri Donaldson,Temple University School of Medicine,
Brain Finance,Esther Ross,Université du Québec à Montréal,
Eazel,Mike Boich,Harvard Business School,
Aria Systems,Tom Dibble,Haas School of Business,
Vinci,Xavier Huillard,École polytechnique,
Drako Motors,Dean Drako,University of Michigan,
Esselte,Carl Mannerfelt,http://www.wikidata.org/.well-known/genid/d914fae76d8c2a27a212613388083de9,
Vinci,Xavier Huillard,Lycée Lakanal,
X Corp.,Linda Yaccarino,University of Pennsylvania,
"Pray, Inc.",Steve Gatena,University of Southern California,
Det Stavangerske Dampskibsselskap,Anita Krohn,Harvard University,http://www.wikidata.org/.well-known/genid/3729d8efef8ea44dee634d4603ca95f6
Vend Marketplaces,Christian Printzell Halvorsen,Norwegian University of Science and Technology,
Alto Pharmacy,Alicia Boler Davis,Rensselaer Polytechnic Institute,
Fortune Brands,Robert K. Heinmann,New York University,
CFO Ventures,Emilio Parente,Bocconi University,master's degree
Excem Capital Partners Sociedad de Inversión Residencial S.L,David Hatchwell,New York University,
Alto Pharmacy,Alicia Boler Davis,Indiana University,
Excem Capital Partners Sociedad de Inversión Residencial S.L,David Hatchwell,Walsh School of Foreign Service,
Ad.net,Jon Waterman,"University of California, Santa Barbara",
Robbins Research International,Tony Robbins,ESIC University,
X Corp.,Linda Yaccarino,Donald P. Bellisario College of Communications,
X Corp.,Linda Yaccarino,Pennsylvania State University,
Fairfax Financial,Prem Watsa,Hyderabad Public School,Chartered Financial Analyst
Esselte,Carl Mannerfelt,Stockholm University,
Alto Pharmacy,Alicia Boler Davis,Northwestern University,
CFO Ventures,Emilio Parente,London Business School,master's degree
Excem Technologies,Philip Hatchwell Altaras,Lycée Français de Madrid,
Excem Technologies,Philip Hatchwell Altaras,University of Buckingham,
Det Stavangerske Dampskibsselskap,Anita Krohn,MIT Sloan School of Management,http://www.wikidata.org/.well-known/genid/3729d8efef8ea44dee634d4603ca95f6
Fairfax Financial,Prem Watsa,Indian Institute of Technology Madras,Chartered Financial Analyst
CFO Ventures,Emilio Parente,Bocconi University,Master of Business Administration
Taj Hotels Resorts and Palaces,Raymond N. Bickson,Harvard Business School,
Kongsberg Våpenfabrikk,Bjarne Hurlen,Norwegian Institute of Technology,
Kongsberg Våpenfabrikk,Bjarne Hurlen,Norwegian Military Academy,
Nederlandse Aardolie Maatschappij,Gerald Schotman,Delft University of Technology,
Kongsberg Gruppen,Tor Espedal,Norwegian School of Economics,
Hindalco Industries,Kumar Mangalam Birla,London Business School,
Hindalco Industries,Kumar Mangalam Birla,London School of Economics and Political Science,
Kuhn Rikon,Jacques Kuhn,ETH Zurich,
Hindalco Industries,Kumar Mangalam Birla,University of Mumbai,
Hindalco Industries,Kumar Mangalam Birla,"Campion School, Mumbai",
Liberty Media,Greg Maffei,Dartmouth College,
Liberty Media,Greg Maffei,Harvard Business School,
Hindalco Industries,Kumar Mangalam Birla,Sydenham College,
Kongsberg Våpenfabrikk,Ole Herman Johannes Krag,Norwegian Military Academy,
Kongsberg Våpenfabrikk,Poul Steenstrup,University of Copenhagen,
Hardee's,Andrew Puzder,Kent State University,
Xiaomi,Lei Jun,Wuhan University,
Kongsberg Gruppen,Q122147756,Vestfold University College,
WMC Resources,Andrew Michelmore,New College,
Mlekpol,Edmund Borawski,University of Agriculture and Technology in Olsztyn,
Hardee's,Andrew Puzder,Washington University in St. Louis,
NIIT,Vijay K. Thadani,Indian Institute of Technology Delhi,
Kongsberg Gruppen,Bjarne Hurlen,Norwegian Institute of Technology,
Kongsberg Gruppen,Bjarne Hurlen,Norwegian Military Academy,
Kongsberg Gruppen,Walter Qvam,INSEAD,
Pelephone,Ilan Sigal,master's degree,
Kumpoo,Mitsuru Satō,Nippon Sport Science University,
Kongsberg Gruppen,Walter Qvam,Norwegian Institute of Technology,
Q1740824,Q136528304,University of Bonn,
Kongsberg Gruppen,Jan T. Jørgensen,Norwegian University of Science and Technology,
Kongsberg Gruppen,Arthur J. Aasland,Norwegian Military Academy,
Q1740824,Q136528304,University of Fribourg,
Kongsberg Gruppen,Jan T. Jørgensen,Harvard Business School,
Taj Hotels Resorts and Palaces,Raymond N. Bickson,Faculté des lettres de Sorbonne Université,
Kongsberg Gruppen,Jan T. Jørgensen,BI Norwegian Business School,
